Date,Crop_Product,Category,Quantity_Sold_Demanded_kg,Price_per_kg_INR,Location,State,Season_Month,Weather_Festival_Info
2024-08-30,Sapota,Fruit,157,56.66,Ahmedabad,Gujarat,Monsoon (August),Rainy
2023-02-13,Radish,Vegetable,243,14.01,Bhopal,Madhya Pradesh,Winter (February),Cold
2023-04-26,Bitter Gourd,Vegetable,179,28.5,Bhopal,Madhya Pradesh,Summer (April),Hot
2024-08-27,Cucumber,Vegetable,418,27.48,Delhi,Delhi,Monsoon (August),Rainy
2024-05-01,Green Chilli,Vegetable,139,33.78,Patna,Bihar,Summer (May),Hot
2024-03-04,Brinjal,Vegetable,308,35.48,Chennai,Tamil Nadu,Summer (March),Hot
2023-06-23,Pineapple,Fruit,373,50.55,Chennai,Tamil Nadu,Monsoon (June),Rainy
2023-04-01,Mango,Fruit,684,78.63,Mumbai,Maharashtra,Summer (April),Hot
2023-01-25,Bottle Gourd,Vegetable,101,30.12,Shimla,Himachal Pradesh,Winter (January),Cold
2023-08-15,Okra,Vegetable,466,29.62,Lucknow,Uttar Pradesh,Monsoon (August),Rainy | Independence Day
2024-12-06,Corn,Vegetable,237,29.77,Kochi,Kerala,Winter (December),Cold
2024-01-13,Corn,Vegetable,251,27.9,Kolkata,West Bengal,Winter (January),Cold
2024-04-14,Sweet Potato,Vegetable,216,31.33,Ahmedabad,Gujarat,Summer (April),Hot
2023-04-13,Peas,Vegetable,285,69.55,Delhi,Delhi,Summer (April),Hot
2024-02-17,Peas,Vegetable,261,47.03,Bhopal,Madhya Pradesh,Winter (February),Cold
2024-01-09,Cucumber,Vegetable,224,29.21,Guwahati,Assam,Winter (January),Cold
2023-04-28,Tomato,Vegetable,563,27.12,Kolkata,West Bengal,Summer (April),Hot
2024-04-09,Ginger,Vegetable,123,105.82,Chandigarh,Punjab,Summer (April),Hot | Ugadi/Gudi Padwa
2023-03-30,Cauliflower,Vegetable,422,24.71,Delhi,Delhi,Summer (March),Hot
2023-03-02,Carrot,Vegetable,316,31.59,Chandigarh,Punjab,Summer (March),Hot
2024-07-18,Grapes,Fruit,255,124.18,Mumbai,Maharashtra,Monsoon (July),Rainy
2024-05-11,Spinach,Vegetable,306,24.97,Mumbai,Maharashtra,Summer (May),Hot
2023-09-11,Carrot,Vegetable,253,36.99,Ahmedabad,Gujarat,Monsoon (September),Rainy
2024-07-09,Banana,Fruit,580,48.73,Bangalore,Karnataka,Monsoon (July),Rainy
2023-10-23,Pumpkin,Vegetable,326,18.56,Chandigarh,Punjab,Autumn (October),Mild
2023-09-25,Cucumber,Vegetable,246,22.63,Patna,Bihar,Monsoon (September),Rainy
2024-11-07,Cauliflower,Vegetable,398,24.2,Chennai,Tamil Nadu,Autumn (November),Mild
2024-08-11,Bitter Gourd,Vegetable,258,31.74,Kochi,Kerala,Monsoon (August),Rainy
2023-03-08,Papaya,Fruit,424,31.95,Bangalore,Karnataka,Summer (March),Hot | Maha Shivratri
2024-03-21,Bottle Gourd,Vegetable,230,25.83,Jaipur,Rajasthan,Summer (March),Hot
2023-12-28,Ginger,Vegetable,201,76.11,Hyderabad,Telangana,Winter (December),Cold
2023-05-30,Sweet Potato,Vegetable,241,38.35,Mumbai,Maharashtra,Summer (May),Hot
2024-09-03,Beetroot,Vegetable,177,33.95,Jaipur,Rajasthan,Monsoon (September),Rainy
2023-09-21,Cucumber,Vegetable,265,30.83,Kochi,Kerala,Monsoon (September),Rainy
2023-05-28,Pineapple,Fruit,382,48.51,Hyderabad,Telangana,Summer (May),Hot
2024-06-09,Pineapple,Fruit,316,50.43,Chandigarh,Punjab,Monsoon (June),Rainy
2023-09-17,Pineapple,Fruit,278,57.74,Kolkata,West Bengal,Monsoon (September),Rainy
2023-11-26,Banana,Fruit,361,56.78,Ahmedabad,Gujarat,Autumn (November),Mild
2023-11-06,Muskmelon,Fruit,200,35.65,Lucknow,Uttar Pradesh,Autumn (November),Mild
2024-12-14,Sapota,Fruit,339,51.78,Mumbai,Maharashtra,Winter (December),Cold
2024-08-20,Onion,Vegetable,453,40.73,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-05-21,Sapota,Fruit,288,58.44,Mumbai,Maharashtra,Summer (May),Hot
2023-03-29,Carrot,Vegetable,174,34.48,Shimla,Himachal Pradesh,Summer (March),Hot
2023-07-24,Radish,Vegetable,169,23.97,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-01-02,Mango,Fruit,337,86.01,Ahmedabad,Gujarat,Winter (January),Cold
2024-09-30,Pumpkin,Vegetable,399,19.45,Bangalore,Karnataka,Monsoon (September),Rainy
2024-08-15,Garlic,Vegetable,153,110.85,Jaipur,Rajasthan,Monsoon (August),Rainy | Independence Day
2024-02-04,Pumpkin,Vegetable,280,22.56,Ahmedabad,Gujarat,Winter (February),Cold
2024-01-10,Beetroot,Vegetable,300,22.82,Kolkata,West Bengal,Winter (January),Cold
2023-07-11,Custard Apple,Fruit,193,104.12,Mumbai,Maharashtra,Monsoon (July),Rainy
2024-03-19,Okra,Vegetable,387,49.8,Mumbai,Maharashtra,Summer (March),Hot
2024-03-01,Bitter Gourd,Vegetable,176,37.71,Ahmedabad,Gujarat,Summer (March),Hot
2024-08-02,Radish,Vegetable,128,25.01,Guwahati,Assam,Monsoon (August),Rainy
2023-06-29,Onion,Vegetable,235,43.77,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2024-07-27,Watermelon,Fruit,444,20.71,Kochi,Kerala,Monsoon (July),Rainy
2023-01-24,Ginger,Vegetable,151,70.96,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-03-16,Pineapple,Fruit,277,65.72,Bangalore,Karnataka,Summer (March),Hot
2024-05-16,Brinjal,Vegetable,384,26.75,Jaipur,Rajasthan,Summer (May),Hot
2023-09-28,Okra,Vegetable,330,39.82,Chandigarh,Punjab,Monsoon (September),Rainy
2023-10-19,Coconut,Fruit,371,35.25,Chennai,Tamil Nadu,Autumn (October),Mild
2023-04-10,Brinjal,Vegetable,243,31.91,Guwahati,Assam,Summer (April),Hot
2023-08-21,Peas,Vegetable,266,64.2,Hyderabad,Telangana,Monsoon (August),Rainy
2024-01-22,Pineapple,Fruit,201,65.86,Kolkata,West Bengal,Winter (January),Cold
2023-04-20,Cauliflower,Vegetable,395,29.12,Mumbai,Maharashtra,Summer (April),Hot
2023-05-01,Guava,Fruit,260,54.74,Mumbai,Maharashtra,Summer (May),Hot
2023-05-01,Watermelon,Fruit,461,12.89,Patna,Bihar,Summer (May),Hot
2023-09-10,Radish,Vegetable,225,21.19,Kolkata,West Bengal,Monsoon (September),Rainy
2023-08-31,Bottle Gourd,Vegetable,407,23.86,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-03-05,Spinach,Vegetable,284,14.78,Lucknow,Uttar Pradesh,Summer (March),Hot
2023-02-05,Muskmelon,Fruit,171,37.73,Shimla,Himachal Pradesh,Winter (February),Cold
2024-01-26,Sweet Potato,Vegetable,306,23.69,Lucknow,Uttar Pradesh,Winter (January),Cold | Republic Day
2023-01-31,Muskmelon,Fruit,210,38.35,Guwahati,Assam,Winter (January),Cold
2023-05-29,Onion,Vegetable,623,45.65,Mumbai,Maharashtra,Summer (May),Hot
2023-06-08,Onion,Vegetable,504,44.57,Bangalore,Karnataka,Monsoon (June),Rainy
2024-02-06,Mango,Fruit,328,65.48,Patna,Bihar,Winter (February),Cold
2023-08-10,Corn,Vegetable,507,23.01,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-12-28,Grapes,Fruit,311,61.85,Bhopal,Madhya Pradesh,Winter (December),Cold
2024-09-08,Sapota,Fruit,189,62.08,Chennai,Tamil Nadu,Monsoon (September),Rainy
2024-01-09,Carrot,Vegetable,377,28.04,Jaipur,Rajasthan,Winter (January),Cold
2023-10-27,Bitter Gourd,Vegetable,225,38.47,Chennai,Tamil Nadu,Autumn (October),Mild
2023-11-24,Capsicum,Vegetable,164,42.26,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-07-17,Litchi,Fruit,257,95.19,Delhi,Delhi,Monsoon (July),Rainy
2023-03-13,Corn,Vegetable,122,30.84,Shimla,Himachal Pradesh,Summer (March),Hot
2024-07-30,Tomato,Vegetable,579,26.68,Kochi,Kerala,Monsoon (July),Rainy
2023-05-11,Cluster Beans,Vegetable,194,40.02,Kochi,Kerala,Summer (May),Hot
2024-10-16,Guava,Fruit,364,32.03,Jaipur,Rajasthan,Autumn (October),Mild
2024-09-07,Apple,Fruit,331,166.94,Chandigarh,Punjab,Monsoon (September),Rainy | Ganesh Chaturthi
2023-03-29,Green Chilli,Vegetable,159,49.78,Chennai,Tamil Nadu,Summer (March),Hot
2023-11-28,Onion,Vegetable,686,25.72,Lucknow,Uttar Pradesh,Autumn (November),Mild
2023-03-13,Garlic,Vegetable,200,67.99,Lucknow,Uttar Pradesh,Summer (March),Hot
2023-11-12,Bottle Gourd,Vegetable,228,22.4,Lucknow,Uttar Pradesh,Autumn (November),Mild
2024-10-15,Papaya,Fruit,254,37.06,Chennai,Tamil Nadu,Autumn (October),Mild
2023-03-29,Okra,Vegetable,281,46.36,Kochi,Kerala,Summer (March),Hot
2023-10-17,Orange,Fruit,335,59.24,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-07-10,Corn,Vegetable,300,17.71,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-12-23,Capsicum,Vegetable,225,36.22,Bhopal,Madhya Pradesh,Winter (December),Cold
2024-11-24,Bottle Gourd,Vegetable,191,21.78,Patna,Bihar,Autumn (November),Mild
2024-12-17,Orange,Fruit,576,66.23,Mumbai,Maharashtra,Winter (December),Cold
2024-06-05,Spinach,Vegetable,193,23.07,Jaipur,Rajasthan,Monsoon (June),Rainy
2024-11-16,Garlic,Vegetable,248,80.51,Hyderabad,Telangana,Autumn (November),Mild
2024-01-08,Banana,Fruit,409,61.35,Bangalore,Karnataka,Winter (January),Cold
2023-07-18,Papaya,Fruit,273,23.19,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-08-06,Garlic,Vegetable,130,106.78,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-05-05,Muskmelon,Fruit,428,28.1,Hyderabad,Telangana,Summer (May),Hot
2023-12-03,Papaya,Fruit,221,30.32,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-12-05,Radish,Vegetable,281,14.37,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-06-20,Beetroot,Vegetable,152,30.12,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-01-15,Tomato,Vegetable,416,35.99,Hyderabad,Telangana,Winter (January),Cold
2023-12-21,Spinach,Vegetable,302,13.91,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-08-14,Corn,Vegetable,429,22.0,Bangalore,Karnataka,Monsoon (August),Rainy
2023-06-14,Beetroot,Vegetable,156,29.82,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2024-12-14,Ginger,Vegetable,229,72.77,Hyderabad,Telangana,Winter (December),Cold
2023-04-06,Banana,Fruit,639,44.28,Chennai,Tamil Nadu,Summer (April),Hot
2024-03-25,Grapes,Fruit,410,92.13,Chennai,Tamil Nadu,Summer (March),Hot | Holi
2024-06-08,Watermelon,Fruit,722,17.18,Delhi,Delhi,Monsoon (June),Rainy
2024-03-09,Ginger,Vegetable,76,98.08,Shimla,Himachal Pradesh,Summer (March),Hot
2024-09-21,Cabbage,Vegetable,259,17.27,Patna,Bihar,Monsoon (September),Rainy
2023-11-04,Pumpkin,Vegetable,405,17.04,Kolkata,West Bengal,Autumn (November),Mild
2024-04-11,French Beans,Vegetable,155,50.15,Kolkata,West Bengal,Summer (April),Hot
2024-02-16,Apple,Fruit,252,144.73,Guwahati,Assam,Winter (February),Cold
2023-05-26,Radish,Vegetable,156,19.15,Bhopal,Madhya Pradesh,Summer (May),Hot
2023-04-25,Muskmelon,Fruit,346,31.25,Kochi,Kerala,Summer (April),Hot
2024-07-07,Sapota,Fruit,190,57.88,Hyderabad,Telangana,Monsoon (July),Rainy
2023-10-08,French Beans,Vegetable,270,37.5,Jaipur,Rajasthan,Autumn (October),Mild
2023-09-06,Strawberry,Fruit,107,146.43,Hyderabad,Telangana,Monsoon (September),Rainy
2024-08-23,Coconut,Fruit,284,25.94,Patna,Bihar,Monsoon (August),Rainy
2024-07-15,Tomato,Vegetable,845,27.6,Mumbai,Maharashtra,Monsoon (July),Rainy
2023-05-19,Onion,Vegetable,554,38.74,Hyderabad,Telangana,Summer (May),Hot
2023-12-01,Custard Apple,Fruit,179,78.27,Jaipur,Rajasthan,Winter (December),Cold
2024-02-08,Radish,Vegetable,337,17.97,Bangalore,Karnataka,Winter (February),Cold
2023-03-18,Banana,Fruit,593,42.35,Ahmedabad,Gujarat,Summer (March),Hot
2023-06-30,Bottle Gourd,Vegetable,302,21.27,Kochi,Kerala,Monsoon (June),Rainy
2023-09-07,Cauliflower,Vegetable,218,30.97,Guwahati,Assam,Monsoon (September),Rainy | Ganesh Chaturthi
2023-10-29,Tomato,Vegetable,571,33.19,Chennai,Tamil Nadu,Autumn (October),Mild
2024-12-08,Peas,Vegetable,303,40.81,Bhopal,Madhya Pradesh,Winter (December),Cold
2023-07-04,Grapes,Fruit,168,86.07,Patna,Bihar,Monsoon (July),Rainy
2024-09-23,Pumpkin,Vegetable,324,19.59,Kochi,Kerala,Monsoon (September),Rainy
2023-05-09,Beetroot,Vegetable,107,33.9,Shimla,Himachal Pradesh,Summer (May),Hot
2023-09-29,Garlic,Vegetable,181,104.63,Bangalore,Karnataka,Monsoon (September),Rainy
2023-09-11,Cabbage,Vegetable,306,23.37,Chennai,Tamil Nadu,Monsoon (September),Rainy
2023-06-11,Apple,Fruit,193,144.0,Patna,Bihar,Monsoon (June),Rainy
2024-10-15,Grapes,Fruit,364,103.41,Mumbai,Maharashtra,Autumn (October),Mild
2024-07-23,Orange,Fruit,246,83.88,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-11-24,Brinjal,Vegetable,313,34.03,Hyderabad,Telangana,Autumn (November),Mild
2023-10-28,Bitter Gourd,Vegetable,241,38.6,Chennai,Tamil Nadu,Autumn (October),Mild
2024-11-14,Apple,Fruit,419,135.25,Bangalore,Karnataka,Autumn (November),Mild
2024-12-25,Ginger,Vegetable,243,83.33,Chennai,Tamil Nadu,Winter (December),Cold | Christmas
2024-12-12,Sweet Potato,Vegetable,326,23.23,Jaipur,Rajasthan,Winter (December),Cold
2023-12-12,Peas,Vegetable,281,40.8,Bhopal,Madhya Pradesh,Winter (December),Cold
2023-02-18,Garlic,Vegetable,316,86.25,Mumbai,Maharashtra,Winter (February),Cold
2023-06-02,Capsicum,Vegetable,157,50.48,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-10-10,Litchi,Fruit,142,110.75,Ahmedabad,Gujarat,Autumn (October),Mild
2023-03-07,Corn,Vegetable,228,28.12,Ahmedabad,Gujarat,Summer (March),Hot
2023-08-17,Cucumber,Vegetable,461,29.02,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-04-23,Coconut,Fruit,195,48.44,Chandigarh,Punjab,Summer (April),Hot
2024-11-11,Coconut,Fruit,164,37.82,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-01-09,Onion,Vegetable,662,22.43,Patna,Bihar,Winter (January),Cold
2024-09-02,Mango,Fruit,306,68.27,Patna,Bihar,Monsoon (September),Rainy
2023-03-02,Corn,Vegetable,225,28.26,Ahmedabad,Gujarat,Summer (March),Hot
2023-12-01,Grapes,Fruit,323,65.57,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-04-13,Spinach,Vegetable,267,18.79,Kolkata,West Bengal,Summer (April),Hot
2023-05-09,Garlic,Vegetable,167,92.03,Kolkata,West Bengal,Summer (May),Hot
2024-06-07,Garlic,Vegetable,110,88.56,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2023-10-15,Capsicum,Vegetable,299,34.9,Lucknow,Uttar Pradesh,Autumn (October),Mild
2024-05-23,Grapes,Fruit,183,85.76,Bhopal,Madhya Pradesh,Summer (May),Hot
2023-05-29,Garlic,Vegetable,151,96.98,Kolkata,West Bengal,Summer (May),Hot
2024-06-16,Pomegranate,Fruit,220,143.32,Kochi,Kerala,Monsoon (June),Rainy
2023-07-06,Peas,Vegetable,196,70.95,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-04-08,Pineapple,Fruit,268,46.7,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-12-06,Cabbage,Vegetable,217,17.71,Shimla,Himachal Pradesh,Winter (December),Cold
2024-02-20,Capsicum,Vegetable,284,59.42,Mumbai,Maharashtra,Winter (February),Cold
2023-07-02,Beetroot,Vegetable,135,30.44,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-03-03,Pineapple,Fruit,230,68.43,Kochi,Kerala,Summer (March),Hot
2023-09-16,Orange,Fruit,322,76.86,Jaipur,Rajasthan,Monsoon (September),Rainy
2023-08-09,Capsicum,Vegetable,261,53.0,Chennai,Tamil Nadu,Monsoon (August),Rainy
2024-02-28,Guava,Fruit,208,38.98,Lucknow,Uttar Pradesh,Winter (February),Cold
2024-09-16,Carrot,Vegetable,187,40.24,Guwahati,Assam,Monsoon (September),Rainy
2023-11-28,Capsicum,Vegetable,311,38.4,Ahmedabad,Gujarat,Autumn (November),Mild
2023-08-30,Orange,Fruit,315,84.09,Chennai,Tamil Nadu,Monsoon (August),Rainy
2023-04-16,Tomato,Vegetable,601,29.77,Hyderabad,Telangana,Summer (April),Hot
2023-09-13,Papaya,Fruit,230,34.59,Chandigarh,Punjab,Monsoon (September),Rainy
2024-11-28,Ginger,Vegetable,194,58.78,Lucknow,Uttar Pradesh,Autumn (November),Mild
2023-11-01,Garlic,Vegetable,244,89.28,Delhi,Delhi,Autumn (November),Mild
2024-06-29,Muskmelon,Fruit,294,31.59,Guwahati,Assam,Monsoon (June),Rainy
2024-12-06,Pumpkin,Vegetable,410,20.47,Delhi,Delhi,Winter (December),Cold
2023-02-07,Pumpkin,Vegetable,315,27.55,Mumbai,Maharashtra,Winter (February),Cold
2023-05-31,Pineapple,Fruit,242,50.76,Guwahati,Assam,Summer (May),Hot
2023-12-09,Bitter Gourd,Vegetable,222,46.92,Mumbai,Maharashtra,Winter (December),Cold
2023-05-18,Cauliflower,Vegetable,288,27.6,Hyderabad,Telangana,Summer (May),Hot
2023-11-03,Pumpkin,Vegetable,465,20.6,Mumbai,Maharashtra,Autumn (November),Mild
2023-07-10,Muskmelon,Fruit,439,32.56,Delhi,Delhi,Monsoon (July),Rainy
2024-09-05,Onion,Vegetable,632,45.34,Mumbai,Maharashtra,Monsoon (September),Rainy
2024-05-31,Watermelon,Fruit,676,16.98,Delhi,Delhi,Summer (May),Hot
2024-11-03,Custard Apple,Fruit,269,84.4,Mumbai,Maharashtra,Autumn (November),Mild
2024-08-10,Cabbage,Vegetable,189,24.8,Guwahati,Assam,Monsoon (August),Rainy
2024-12-19,Muskmelon,Fruit,284,42.7,Delhi,Delhi,Winter (December),Cold
2023-04-19,Muskmelon,Fruit,210,30.12,Shimla,Himachal Pradesh,Summer (April),Hot
2023-06-24,Strawberry,Fruit,89,130.96,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-04-13,Grapes,Fruit,270,75.64,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-01-04,Radish,Vegetable,233,16.88,Guwahati,Assam,Winter (January),Cold
2024-06-27,Papaya,Fruit,292,21.79,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2023-07-26,Green Chilli,Vegetable,146,38.0,Guwahati,Assam,Monsoon (July),Rainy
2023-12-18,Sweet Potato,Vegetable,290,24.67,Chandigarh,Punjab,Winter (December),Cold
2024-05-27,Corn,Vegetable,306,20.22,Lucknow,Uttar Pradesh,Summer (May),Hot
2024-12-07,Pineapple,Fruit,189,71.95,Jaipur,Rajasthan,Winter (December),Cold
2023-01-25,Ginger,Vegetable,166,79.56,Ahmedabad,Gujarat,Winter (January),Cold
2024-09-24,Banana,Fruit,325,59.41,Chandigarh,Punjab,Monsoon (September),Rainy
2023-05-04,Tomato,Vegetable,551,27.95,Jaipur,Rajasthan,Summer (May),Hot
2024-02-28,Cucumber,Vegetable,330,18.96,Patna,Bihar,Winter (February),Cold
2023-07-06,Pomegranate,Fruit,276,135.06,Bangalore,Karnataka,Monsoon (July),Rainy
2023-10-03,Coconut,Fruit,316,27.64,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-11-26,Guava,Fruit,404,34.28,Hyderabad,Telangana,Autumn (November),Mild
2024-11-20,Capsicum,Vegetable,343,42.16,Chennai,Tamil Nadu,Autumn (November),Mild
2024-04-29,Coconut,Fruit,114,47.74,Shimla,Himachal Pradesh,Summer (April),Hot
2023-01-26,Banana,Fruit,259,58.44,Shimla,Himachal Pradesh,Winter (January),Cold | Republic Day
2024-02-05,Okra,Vegetable,222,52.09,Kochi,Kerala,Winter (February),Cold
2023-03-28,Custard Apple,Fruit,112,101.99,Kolkata,West Bengal,Summer (March),Hot
2024-02-18,Guava,Fruit,198,38.11,Bhopal,Madhya Pradesh,Winter (February),Cold
2023-11-11,Papaya,Fruit,193,28.8,Patna,Bihar,Autumn (November),Mild
2023-03-09,Strawberry,Fruit,156,114.09,Hyderabad,Telangana,Summer (March),Hot
2024-12-31,Capsicum,Vegetable,301,43.61,Hyderabad,Telangana,Winter (December),Cold
2024-12-27,Papaya,Fruit,235,34.32,Jaipur,Rajasthan,Winter (December),Cold
2024-03-30,Apple,Fruit,381,183.44,Mumbai,Maharashtra,Summer (March),Hot
2024-01-24,Pumpkin,Vegetable,327,24.11,Delhi,Delhi,Winter (January),Cold
2024-04-08,Spinach,Vegetable,207,16.58,Bhopal,Madhya Pradesh,Summer (April),Hot
2023-05-28,Pineapple,Fruit,382,48.51,Hyderabad,Telangana,Summer (May),Hot
2024-02-18,Sweet Potato,Vegetable,243,31.62,Kochi,Kerala,Winter (February),Cold
2023-08-24,Sapota,Fruit,192,68.88,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-10-22,Bitter Gourd,Vegetable,259,41.59,Mumbai,Maharashtra,Autumn (October),Mild
2023-09-27,Orange,Fruit,364,78.16,Chennai,Tamil Nadu,Monsoon (September),Rainy
2023-08-07,Okra,Vegetable,498,34.31,Chennai,Tamil Nadu,Monsoon (August),Rainy
2023-05-24,Strawberry,Fruit,108,160.3,Bangalore,Karnataka,Summer (May),Hot
2023-02-02,Bitter Gourd,Vegetable,166,45.73,Bangalore,Karnataka,Winter (February),Cold
2023-07-17,Pumpkin,Vegetable,329,22.76,Chennai,Tamil Nadu,Monsoon (July),Rainy
2024-07-30,Cabbage,Vegetable,216,20.29,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-07-03,Okra,Vegetable,330,33.75,Guwahati,Assam,Monsoon (July),Rainy
2023-11-24,Sapota,Fruit,286,55.68,Mumbai,Maharashtra,Autumn (November),Mild
2024-08-30,Green Chilli,Vegetable,208,40.85,Chennai,Tamil Nadu,Monsoon (August),Rainy
2023-10-10,Mango,Fruit,301,93.26,Jaipur,Rajasthan,Autumn (October),Mild
2023-09-30,Sapota,Fruit,223,59.94,Delhi,Delhi,Monsoon (September),Rainy
2023-08-13,Mango,Fruit,435,79.66,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-01-15,Spinach,Vegetable,298,12.8,Patna,Bihar,Winter (January),Cold
2024-05-17,Green Chilli,Vegetable,166,34.0,Lucknow,Uttar Pradesh,Summer (May),Hot
2024-07-30,Sapota,Fruit,134,62.63,Chandigarh,Punjab,Monsoon (July),Rainy
2024-11-24,Pomegranate,Fruit,445,117.95,Mumbai,Maharashtra,Autumn (November),Mild
2024-07-02,Pumpkin,Vegetable,266,22.74,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-11-08,Okra,Vegetable,295,43.56,Jaipur,Rajasthan,Autumn (November),Mild
2024-12-17,Litchi,Fruit,135,116.58,Jaipur,Rajasthan,Winter (December),Cold
2024-09-15,Orange,Fruit,242,80.7,Guwahati,Assam,Monsoon (September),Rainy
2023-09-03,Sweet Potato,Vegetable,328,24.61,Kolkata,West Bengal,Monsoon (September),Rainy
2023-06-26,French Beans,Vegetable,180,54.06,Chennai,Tamil Nadu,Monsoon (June),Rainy
2023-03-28,Pomegranate,Fruit,102,150.31,Shimla,Himachal Pradesh,Summer (March),Hot
2023-11-26,Custard Apple,Fruit,157,65.57,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-07-19,Guava,Fruit,275,33.27,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2024-12-11,Muskmelon,Fruit,176,35.0,Bhopal,Madhya Pradesh,Winter (December),Cold
2024-12-24,French Beans,Vegetable,244,38.46,Jaipur,Rajasthan,Winter (December),Cold
2024-04-19,French Beans,Vegetable,166,56.0,Chennai,Tamil Nadu,Summer (April),Hot
2024-05-08,Cucumber,Vegetable,584,21.03,Delhi,Delhi,Summer (May),Hot
2023-06-15,Guava,Fruit,229,37.13,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-11-26,Ginger,Vegetable,256,71.99,Chennai,Tamil Nadu,Autumn (November),Mild
2023-08-11,Banana,Fruit,412,54.38,Kochi,Kerala,Monsoon (August),Rainy
2024-09-30,Garlic,Vegetable,183,103.97,Bangalore,Karnataka,Monsoon (September),Rainy
2024-08-12,Muskmelon,Fruit,332,38.33,Bangalore,Karnataka,Monsoon (August),Rainy
2023-10-17,Garlic,Vegetable,100,94.09,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-03-18,Tomato,Vegetable,445,27.77,Lucknow,Uttar Pradesh,Summer (March),Hot
2024-08-24,Bitter Gourd,Vegetable,208,31.24,Guwahati,Assam,Monsoon (August),Rainy
2023-02-20,Radish,Vegetable,269,17.58,Chandigarh,Punjab,Winter (February),Cold
2024-06-29,Sweet Potato,Vegetable,224,31.76,Jaipur,Rajasthan,Monsoon (June),Rainy
2024-06-01,Garlic,Vegetable,160,97.82,Ahmedabad,Gujarat,Monsoon (June),Rainy
2023-09-05,Bottle Gourd,Vegetable,262,16.85,Patna,Bihar,Monsoon (September),Rainy
2023-07-23,Banana,Fruit,703,53.2,Mumbai,Maharashtra,Monsoon (July),Rainy
2023-12-19,Coconut,Fruit,238,34.79,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-01-21,Okra,Vegetable,232,50.31,Chandigarh,Punjab,Winter (January),Cold
2024-07-20,Ginger,Vegetable,163,62.19,Patna,Bihar,Monsoon (July),Rainy
2024-06-06,Pumpkin,Vegetable,174,25.77,Guwahati,Assam,Monsoon (June),Rainy
2023-04-15,Pumpkin,Vegetable,244,27.72,Chennai,Tamil Nadu,Summer (April),Hot
2023-05-21,Sweet Potato,Vegetable,207,31.86,Kolkata,West Bengal,Summer (May),Hot
2024-06-23,Strawberry,Fruit,51,161.78,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2024-01-04,Cauliflower,Vegetable,381,17.08,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-12-01,Bitter Gourd,Vegetable,179,40.21,Hyderabad,Telangana,Winter (December),Cold
2023-03-23,Strawberry,Fruit,74,125.43,Shimla,Himachal Pradesh,Summer (March),Hot
2023-10-12,Brinjal,Vegetable,306,26.66,Bhopal,Madhya Pradesh,Autumn (October),Mild | Dussehra
2024-06-11,Bottle Gourd,Vegetable,359,19.91,Hyderabad,Telangana,Monsoon (June),Rainy
2024-04-09,Tomato,Vegetable,451,27.12,Bhopal,Madhya Pradesh,Summer (April),Hot | Ugadi/Gudi Padwa
2023-04-09,Ginger,Vegetable,111,105.81,Guwahati,Assam,Summer (April),Hot | Ugadi/Gudi Padwa
